Gene,Gene_wo_suffix,PA14_locus,pae,paev,paei,pau,pap,pag,paf,pnc,paeb,pdk,psg,prp,paep,paer,paem,pael,paes,paeu,paeg,paec,paeo
PA14_15140,PA14,PA14_15140,,,,,,,,,,,,,,,,,,,,,
PA14_01400,PA14,PA14_01400,,,,,,,,,,,,,,,,,,,,,
PA14_15150,PA14,PA14_15150,,,,,,,,,,,,,,,,,,,,,
PA14_15160,PA14,PA14_15160,,,,"pau01502,pau02020",,,,,,,,,,,,,,,,,
PA14_15180,PA14,PA14_15180,,,,,,,,,,,,,,,,,,,,,
PA14_15190,PA14,PA14_15190,,,,,,,,,,,,,,,,,,,,,
PA14_15200,PA14,PA14_15200,,,,,,,,,,,,,,,,,,,,,
PA14_15210,PA14,PA14_15210,,,,,,,,,,,,,,,,,,,,,
xseA,xseA,PA14_15230,,,,,,,,pnc03430,paeb03430,pdk03430,psg03430,,,,,,,paeu03430,,,
PA14_15240,PA14,PA14_15240,,,,,,,,,,,,,,,,,,,,,
PA14_15250,PA14,PA14_15250,,,,,,,,,,,,,,,,,,,,,
PA14_15260,PA14,PA14_15260,,,,,,,,,,,,,,,,,,,,,
PA14_01410,PA14,PA14_01410,,,,,,,,,,,,,,,,,,,,,
PA14_15270,PA14,PA14_15270,,,,,,,,,,,,,,,,,,,,,
PA14_15280,PA14,PA14_15280,,,,,,,,,,,,,,,,,,,,,
PA14_15290,PA14,PA14_15290,,,,,,,,,,,,,,,,,,,,,
guaB,guaB,PA14_15310,"pae00230,pae01100,pae01110","paev00230,paev01100,paev01110","paei00230,paei01100,paei01110","pau00230,pau01100,pau01110","pap00230,pap01100,pap01110","pag00230,pag01100,pag01110","paf00230,paf01100,paf01110","pnc00230,pnc01100,pnc01110","paeb00230,paeb01100,paeb01110",,,,,,,,,"paeu00230,paeu01100,paeu01110",,"paec00230,paec01100,paec01110","paeo00230,paeo01100,paeo01110"
guaA,guaA,PA14_15340,"pae00230,pae01100","paev00230,paev01100","paei00230,paei01100","pau00230,pau01100","pap00230,pap01100","pag00230,pag01100","paf00230,paf01100","pnc00230,pnc01100","paeb00230,paeb01100","pdk00230,pdk01100","psg00230,psg01100","prp00230,prp01100","paep00230,paep01100",,"paem00230,paem01100","pael00230,pael01100",,"paeu00230,paeu01100","paeg00230,paeg01100",,
PA14_15350,PA14,PA14_15350,,,,,,,,,,,,,,,,,,,,,
PA14_01430,PA14,PA14_01430,,,,,,,,,,,,,,,,,,,,,
PA14_15430,PA14,PA14_15430,,,,,,,,,,,,,,,,,,,,,
PA14_15435,PA14,PA14_15435,,,,,,,,,,,,,,,,,,,,,
merE,merE,PA14_15445,,,,,,,,,,,,,,,,,,,,,
merD,merD,PA14_15450,,,,,,,,,,,,,,,,,,,,,
merA,merA,PA14_15460,,,,,,,,,,,,,,,,,,,,,
merP,merP,PA14_15470,,,,,,,,,,,,,,,,,,,,,
merT,merT,PA14_15475,,,,,,,,,,,,,,,,,,,,,
PA14_01440,PA14,PA14_01440,,,,,,,,,,,,,,,,,,,,,
merR,merR,PA14_15480,,,,,,,,,,,,,,,,,,,,,
traJ,traJ,PA14_15510,,,,,,,,,,,,,,,,,,,,,
trbJ,trbJ,PA14_15520,,,,pau02024,pap02024,,,,,,,,,,,,,,,,
PA14_15530,PA14,PA14_15530,,,,,,,,,,,,,,,,,,,,,
PA14_15540,PA14,PA14_15540,,,,,,,,,,,,,,,,,,,,,
PA14_15560,PA14,PA14_15560,,,,,,,,,,,,,,,,,,,,,
PA14_15570,PA14,PA14_15570,,,,,,,,,,,,,,,,,,,,,
PA14_15580,PA14,PA14_15580,,,,,,,,,,,,,,,,,,,,,
PA14_01460,PA14,PA14_01460,,,,pau02020,,,,,,,,,,,,,,,,,
PA14_15590,PA14,PA14_15590,,,,,,,,,,,,,,,,,,,,,
PA14_15600,PA14,PA14_15600,,,,,,,,,,,,,,,,,,,,,
PA14_15610,PA14,PA14_15610,,,,,,,,,,,,,,,,,,,,,
PA14_15620,PA14,PA14_15620,,,,,,,,,,,,,,,,,,,,,
PA14_15630,PA14,PA14_15630,,,,,,,,,,,,,,,,,,,,,
PA14_15650,PA14,PA14_15650,,,,,,,,,,,,,,,,,,,,,
PA14_15660,PA14,PA14_15660,,,,,,,,,,,,,,,,,,,,,
PA14_15670,PA14,PA14_15670,,,,,,,,,,,,,,,,,,,,,
PA14_01470,PA14,PA14_01470,,,,,,,,,,,,,,,,,,,,,
PA14_15680,PA14,PA14_15680,,,,,,,,,,,,,,,,,,,,,
PA14_15700,PA14,PA14_15700,,,,,,,,,,,,,,,,,,,,,
PA14_15710,PA14,PA14_15710,,,,,,,,,,,,,,,,,,,,,
PA14_15720,PA14,PA14_15720,,,,,,,,,,,,,,,,,,,,,
purL,purL,PA14_15740,"pae00230,pae01100,pae01110","paev00230,paev01100,paev01110","paei00230,paei01100,paei01110","pau00230,pau01100,pau01110","pap00230,pap01100,pap01110","pag00230,pag01100,pag01110","paf00230,paf01100,paf01110","pnc00230,pnc01100,pnc01110","paeb00230,paeb01100,paeb01110",,,,,,,,,"paeu00230,paeu01100,paeu01110",,"paec00230,paec01100,paec01110","paeo00230,paeo01100,paeo01110"
PA14_15750,PA14,PA14_15750,,,,,,,,,,,,,,,,,,,,,
PA14_15770,PA14,PA14_15770,,,,,,,,,,,,,,,,,,,,,
PA14_15780,PA14,PA14_15780,,,,,,,,,,,,,,,,,,,,,
PA14_15790,PA14,PA14_15790,,,,,,,,,,,,,,,,,,,,,
PA14_00130,PA14,PA14_00130,,,,,,,,,,,,,,,,,,,,,
PA14_01480,PA14,PA14_01480,,,,,,,,,,,,,,,,,,,,,
PA14_15810,PA14,PA14_15810,,,,,,,,,,,,,,,,,,,,,
PA14_15820,PA14,PA14_15820,,,,"pau00520,pau01100",,,,,,,,,,,,,,,,,
PA14_15830,PA14,PA14_15830,,,,,,,,,,,,,,,,,,,,,
PA14_15840,PA14,PA14_15840,,,,,,,,,,,,,,,,,,,,,
PA14_15850,PA14,PA14_15850,,,,,,,,,,,,,,,,,,,,,
PA14_15860,PA14,PA14_15860,,,,,,,,,,,,,,,,,,,,,
PA14_15870,PA14,PA14_15870,,,,,,,,,,,,,,,,,,,,,
PA14_15880,PA14,PA14_15880,,,,,,,,,,,,,,,,,,,,,
purT,purT,PA14_15890,"pae00230,pae01100,pae01110","paev00230,paev01100,paev01110","paei00230,paei01100,paei01110","pau00230,pau01100,pau01110",,,,,,,,,,,,,,,,,
PA14_15910,PA14,PA14_15910,,,,,,,,,,,,,,,,,,,,,
PA14_01490,PA14,PA14_01490,,,,,,,,,,,,,,,,,,,,,
PA14_15920,PA14,PA14_15920,,,,,,,,,,,,,,,,,,,,,
PA14_15930,PA14,PA14_15930,,,,,,,,,,,,,,,,,,,,,
PA14_15940,PA14,PA14_15940,,,,,,,,,,,,,,,,,,,,,
ffh,ffh,PA14_15960,"pae02024,pae03060,pae03070","paev02024,paev03060,paev03070","paei02024,paei03060,paei03070","pau02024,pau03060,pau03070","pap02024,pap03060,pap03070","pag02024,pag03060,pag03070","paf02024,paf03060,paf03070","pnc02024,pnc03060,pnc03070","paeb02024,paeb03060,paeb03070",,,,,,,,,,,"paec02024,paec03060,paec03070","paeo02024,paeo03060,paeo03070"
rpsP,rpsP,PA14_15970,pae03010,paev03010,paei03010,pau03010,pap03010,pag03010,paf03010,pnc03010,paeb03010,pdk03010,psg03010,prp03010,paep03010,,paem03010,pael03010,,paeu03010,paeg03010,paec03010,paeo03010
rimM,rimM,PA14_15980,,,,,,,,,,,,,,,,,,,,,
trmD,trmD,PA14_15990,,,,,,,,,,,,,,,,,,,,,
rplS,rplS,PA14_16000,pae03010,paev03010,paei03010,pau03010,pap03010,pag03010,paf03010,pnc03010,paeb03010,pdk03010,,,,,,,,,,,
PA14_16010,PA14,PA14_16010,,,,,,,,,,,,,,,,,,,,,
PA14_16020,PA14,PA14_16020,,,,,,,,,,,,,,,,,,,,,
PA14_01500,PA14,PA14_01500,,,,,,,,,,,,,,,,,,,,,
PA14_16030,PA14,PA14_16030,,,,,,,,,,,,,,,,,,,,,
xerD,xerD,PA14_16040,,,,,,,,,,,,,,,,,,,,,
dsbC,dsbC,PA14_16050,,,,,,,,,,,,,,,,,,,,,
hom,hom,PA14_16070,"pae00260,pae00270,pae00300,pae01100,pae01110,pae01120,pae01230",,,"pau00260,pau00270,pau00300,pau01100,pau01110,pau01120,pau01230","pap00260,pap00270,pap00300,pap01100,pap01110,pap01120,pap01230","pag00260,pag00270,pag00300,pag01100,pag01110,pag01120,pag01230","paf00260,paf00270,paf00300,paf01100,paf01110,paf01120,paf01230","pnc00260,pnc00270,pnc00300,pnc01100,pnc01110,pnc01120,pnc01230","paeb00260,paeb00270,paeb00300,paeb01100,paeb01110,paeb01120,paeb01230",,,,,,,,,,,,
thrC,thrC,PA14_16090,"pae00260,pae00750,pae01100,pae01110,pae01120,pae01230","paev00260,paev00750,paev01100,paev01110,paev01120,paev01230","paei00260,paei00750,paei01100,paei01110,paei01120,paei01230","pau00260,pau00750,pau01100,pau01110,pau01120,pau01230","pap00260,pap00750,pap01100,pap01110,pap01120,pap01230","pag00260,pag00750,pag01100,pag01110,pag01120,pag01230","paf00260,paf00750,paf01100,paf01110,paf01120,paf01230","pnc00260,pnc00750,pnc01100,pnc01110,pnc01120,pnc01230","paeb00260,paeb00750,paeb01100,paeb01110,paeb01120,paeb01230",,,,,,,,,"paeu00260,paeu00750,paeu01100,paeu01110,paeu01120,paeu01230",,"paec00260,paec00750,paec01100,paec01110,paec01120,paec01230","paeo00260,paeo00750,paeo01100,paeo01110,paeo01120,paeo01230"
PA14_16100,PA14,PA14_16100,,,,,,,,,,,,,,,,,,,,,
PA14_16110,PA14,PA14_16110,,,,,,,,,,,,,,,,,,,,,
PA14_16130,PA14,PA14_16130,,,,,,,,,,,,,,,,,,,,,
PA14_16140,PA14,PA14_16140,,,,,,,,,,,,,,,,,,,,,
PA14_16150,PA14,PA14_16150,,,,,,,,,,,,,,,,,,,,,
PA14_01510,PA14,PA14_01510,,,,,,,,,,,,,,,,,,,,,
PA14_16160,PA14,PA14_16160,,,,,,,,,,,,,,,,,,,,,
PA14_16180,PA14,PA14_16180,,,,,,,,,,,,,,,,,,,,,
PA14_16190,PA14,PA14_16190,,,,,,,,,,,,,,,,,,,,,
PA14_16200,PA14,PA14_16200,,,,,,,,,,,,,,,,,,,,,
PA14_16210,PA14,PA14_16210,,,,,,,,,,,,,,,,,,,,,
recJ,recJ,PA14_16220,"pae03410,pae03430,pae03440","paev03410,paev03430,paev03440","paei03410,paei03430,paei03440","pau03410,pau03430,pau03440","pap03410,pap03430,pap03440","pag03410,pag03430,pag03440","paf03410,paf03430,paf03440","pnc03410,pnc03430,pnc03440","paeb03410,paeb03430,paeb03440",,,,,,,,,"paeu03410,paeu03430,paeu03440",,"paec03410,paec03430,paec03440","paeo03410,paeo03430,paeo03440"
lasB,lasB,PA14_16250,"pae01503,pae02024","paev01503,paev02024","paei01503,paei02024","pau01503,pau02024","pap01503,pap02024","pag01503,pag02024","paf01503,paf02024","pnc01503,pnc02024","paeb01503,paeb02024",,,,,,,,,,,"paec01503,paec02024","paeo01503,paeo02024"
PA14_16260,PA14,PA14_16260,,,,,,,,,,,,,,,,,,,,,
PA14_16270,PA14,PA14_16270,,,,,,,,,,,,,,,,,,,,,
PA14_16280,PA14,PA14_16280,,,,pau01501,,,,,,,,,,,,,,,,,
PA14_01520,PA14,PA14_01520,,,,,,,,,,,,,,,,,,,,,
PA14_16290,PA14,PA14_16290,,,,,,,,,,,,,,,,,,,,,
PA14_16300,PA14,PA14_16300,,,,,,,,,,,,,,,,,,,,,
PA14_16310,PA14,PA14_16310,,,,,,,,,,,,,,,,,,,,,
PA14_16320,PA14,PA14_16320,,,,,,,,,,,,,,,,,,,,,
PA14_16330,PA14,PA14_16330,,,,,,,,,,,,,,,,,,,,,
PA14_16340,PA14,PA14_16340,,,,,,,,,,,,,,,,,,,,,
PA14_16350,PA14,PA14_16350,,,,pau02020,,,,,,,,,,,,,,,,,
PA14_16360,PA14,PA14_16360,,,,"pau00330,pau00410,pau01100",,,,,,,,,,,,,,,,,
PA14_16370,PA14,PA14_16370,,,,,,,,,,,,,,,,,,,,,
PA14_16380,PA14,PA14_16380,,,,,,,,,,,,,,,,,,,,,
PA14_01540,PA14,PA14_01540,,,,,,,,,,,,,,,,,,,,,
PA14_16390,PA14,PA14_16390,,,,,,,,,,,,,,,,,,,,,
PA14_16410,PA14,PA14_16410,,,,,,,,,,,,,,,,,,,,,
wspA,wspA,PA14_16430,,,,,,,,,,,,,,,,,,"paeu02020,paeu02025",,,
PA14_16440,PA14,PA14_16440,,,,"pau02020,pau02025",,,,,,,,,,,,,,,,,
wspC,wspC,PA14_16450,pae02020,,,pau02020,,pag02020,paf02020,pnc02020,paeb02020,,,,,,,,,paeu02020,,,
wspD,wspD,PA14_16460,"pae02020,pae02025",,,"pau02020,pau02025",,"pag02020,pag02025","paf02020,paf02025","pnc02020,pnc02025","paeb02020,paeb02025",,,,,,,,,"paeu02020,paeu02025",,,
PA14_16470,PA14,PA14_16470,,,,"pau02020,pau02025",,,,,,,,,,,,,,,,,
wspF,wspF,PA14_16480,"pae02020,pae02025",,,"pau02020,pau02025",,,"paf02020,paf02025","pnc02020,pnc02025","paeb02020,paeb02025",,,,,,,,,,,,
wspR,wspR,PA14_16500,"pae02020,pae02025",,,"pau02020,pau02025",,"pag02020,pag02025","paf02020,paf02025","pnc02020,pnc02025","paeb02020,paeb02025",,,,,,,,,"paeu02020,paeu02025",,,
PA14_16510,PA14,PA14_16510,,,,,,,,,,,,,,,,,,,,,
PA14_01550,PA14,PA14_01550,,,,,,,,,,,,,,,,,,,,,
lysS,lysS,PA14_16530,,,,,,,,pnc00970,paeb00970,pdk00970,,,,,,,,,,,
PA14_16550,PA14,PA14_16550,,,,,,,,,,,,,,,,,,,,,
PA14_16560,PA14,PA14_16560,,,,,,,,,,,,,,,,,,,,,
PA14_16580,PA14,PA14_16580,,,,,,,,,,,,,,,,,,,,,
PA14_16590,PA14,PA14_16590,,,,,,,,,,,,,,,,,,,,,
PA14_16600,PA14,PA14_16600,,,,,,,,,,,,,,,,,,,,,
PA14_16610,PA14,PA14_16610,,,,,,,,,,,,,,,,,,,,,
PA14_16620,PA14,PA14_16620,,,,,,,,,,,,,,,,,,,,,
PA14_16630,PA14,PA14_16630,,,,,,,,,,,,,,,,,,,,,
PA14_16640,PA14,PA14_16640,,,,,,,,,,,,,,,,,,,,,
PA14_01560,PA14,PA14_01560,,,,,,,,,,,,,,,,,,,,,
PA14_16660,PA14,PA14_16660,,,,,,,,,,,,,,,,,,,,,
PA14_16670,PA14,PA14_16670,,,,,,,,,,,,,,,,,,,,,
PA14_16680,PA14,PA14_16680,,,,,,,,,,,,,,,,,,,,,
ppc,ppc,PA14_16690,,,,,,,,,,,,,,,,,,,,,
adk,adk,PA14_16700,"pae00230,pae00730,pae01100,pae01110,pae01240","paev00230,paev00730,paev01100,paev01110,paev01240","paei00230,paei00730,paei01100,paei01110,paei01240","pau00230,pau00730,pau01100,pau01110,pau01240","pap00230,pap00730,pap01100,pap01110,pap01240","pag00230,pag00730,pag01100,pag01110,pag01240","paf00230,paf00730,paf01100,paf01110,paf01240","pnc00230,pnc00730,pnc01100,pnc01110,pnc01240","paeb00230,paeb00730,paeb01100,paeb01110,paeb01240","pdk00230,pdk00730,pdk01100,pdk01110,pdk01240","psg00230,psg00730,psg01100,psg01110,psg01240",,,,,,,"paeu00230,paeu00730,paeu01100,paeu01110,paeu01240",,"paec00230,paec00730,paec01100,paec01110,paec01240","paeo00230,paeo00730,paeo01100,paeo01110,paeo01240"
PA14_16710,PA14,PA14_16710,,,,,,,,,,,,,,,,,,,,,
PA14_16720,PA14,PA14_16720,,,,,,,,,,,,,,,,,,,,,
PA14_16730,PA14,PA14_16730,,,,,,,,,,,,,,,,,,,,,
PA14_16740,PA14,PA14_16740,,,,,,,,,,,,,,,,,,,,,
PA14_16750,PA14,PA14_16750,,,,,,,,,,,,,,,,,,,,,
gabP,gabP,PA14_01580,,,,,,,,,,,,,,,,,,,,,
PA14_16770,PA14,PA14_16770,,,,,,,,,,,,,,,,,,,,,
PA14_16780,PA14,PA14_16780,,,,,,,,,,,,,,,,,,,,,
PA14_16790,PA14,PA14_16790,,,,,,,,,,,,,,,,,,,,,
PA14_16800,PA14,PA14_16800,,,,,,,,,,,,,,,,,,,,,
PA14_16820,PA14,PA14_16820,,,,,,,,,,,,,,,,,,,,,
PA14_16830,PA14,PA14_16830,,,,,,,,,,,,,,,,,,,,,
PA14_16840,PA14,PA14_16840,,,,,,,,,,,,,,,,,,,,,
plsB,plsB,PA14_16860,"pae00561,pae00564,pae01100,pae01110","paev00561,paev00564,paev01100,paev01110","paei00561,paei00564,paei01100,paei01110","pau00561,pau00564,pau01100,pau01110","pap00561,pap00564,pap01100,pap01110","pag00561,pag00564,pag01100,pag01110","paf00561,paf00564,paf01100,paf01110","pnc00561,pnc00564,pnc01100,pnc01110","paeb00561,paeb00564,paeb01100,paeb01110",,,,,,,,,"paeu00561,paeu00564,paeu01100,paeu01110",,"paec00561,paec00564,paec01100,paec01110","paeo00561,paeo00564,paeo01100,paeo01110"
PA14_16870,PA14,PA14_16870,,,,,,,,,,,,,,,,,,,,,
PA14_16880,PA14,PA14_16880,,,,,,,,,,,,,,,,,,,,,
PA14_01600,PA14,PA14_01600,,,,"pau00280,pau00410,pau00562,pau00640,pau01100,pau01200",,,,,,,,,,,,,,,,,
PA14_16890,PA14,PA14_16890,,,,,,,,,,,,,,,,,,,,,
PA14_16910,PA14,PA14_16910,,,,,,,,,,,,,,,,,,,,,
PA14_16920,PA14,PA14_16920,,,,,,,,,,,,,,,,,,,,,
PA14_16930,PA14,PA14_16930,,,,,,,,,,,,,,,,,,,,,
dapD,dapD,PA14_16950,,,,,,,"paf00300,paf01100,paf01120,paf01230","pnc00300,pnc01100,pnc01120,pnc01230","paeb00300,paeb01100,paeb01120,paeb01230",,,,,,,,,"paeu00300,paeu01100,paeu01120,paeu01230",,"paec00300,paec01100,paec01120,paec01230","paeo00300,paeo01100,paeo01120,paeo01230"
PA14_16960,PA14,PA14_16960,,,,,,,,,,,,,,,,,,,,,
PA14_16970,PA14,PA14_16970,,,,,,,,,,,,,,,,,,,,,
PA14_16980,PA14,PA14_16980,,,,,,,,,,,,,,,,,,,,,
PA14_16990,PA14,PA14_16990,,,,,,,,,,,,,,,,,,,,,
PA14_17000,PA14,PA14_17000,,,,,,,,,,,,,,,,,,,,,
PA14_00140,PA14,PA14_00140,,,,,,,,,,,,,,,,,,,,,
PA14_01610,PA14,PA14_01610,,,,,,,,,,,,,,,,,,,,,
PA14_17010,PA14,PA14_17010,,,,,,,,,,,,,,,,,,,,,
PA14_17030,PA14,PA14_17030,,,,,,,,,,,,,,,,,,,,,
glnD,glnD,PA14_17040,,,,,,,,,,,,,,,,,,,,,
map,map,PA14_17050,,,,,,,,,,,,,,,,,,,,,
rpsB,rpsB,PA14_17060,pae03010,paev03010,paei03010,pau03010,pap03010,pag03010,paf03010,pnc03010,paeb03010,pdk03010,psg03010,,,,,,,paeu03010,,paec03010,paeo03010
tsf,tsf,PA14_17070,,,,,,,,,,,,,,,,,,,,,
pyrH,pyrH,PA14_17080,"pae00240,pae01100,pae01240","paev00240,paev01100,paev01240","paei00240,paei01100,paei01240","pau00240,pau01100,pau01240","pap00240,pap01100,pap01240","pag00240,pag01100,pag01240","paf00240,paf01100,paf01240","pnc00240,pnc01100,pnc01240","paeb00240,paeb01100,paeb01240","pdk00240,pdk01100,pdk01240","psg00240,psg01100,psg01240",,,,,,,,,"paec00240,paec01100,paec01240","paeo00240,paeo01100,paeo01240"
frr,frr,PA14_17100,,,,,,,,,,,,,,,,,,,,,
uppS,uppS,PA14_17110,"pae00550,pae00900,pae01110","paev00550,paev00900,paev01110","paei00550,paei00900,paei01110","pau00550,pau00900,pau01110","pap00550,pap00900,pap01110","pag00550,pag00900,pag01110","paf00550,paf00900,paf01110","pnc00550,pnc00900,pnc01110","paeb00550,paeb00900,paeb01110",,,,,,,,,,,"paec00550,paec00900,paec01110","paeo00550,paeo00900,paeo01110"
cdsA,cdsA,PA14_17120,"pae00564,pae01100,pae01110",,,"pau00564,pau01100,pau01110","pap00564,pap01100,pap01110","pag00564,pag01100,pag01110","paf00564,paf01100,paf01110","pnc00564,pnc01100,pnc01110","paeb00564,paeb01100,paeb01110",,,,,,,,,,,,
aptA,aptA,PA14_01620,,,,,,,,,"paeb00280,paeb00410,paeb00640,paeb01100",,,,,,,,,,,,
dxr,dxr,PA14_17130,,,,,,,,,,,,,,,,,,,,,
PA14_17140,PA14,PA14_17140,,,,,,,,,,,,,,,,,,,,,
PA14_17150,PA14,PA14_17150,,,,,,,,,,,,,,,,,,,,,
PA14_17170,PA14,PA14_17170,,,,,,,,,,,,,,,,,,,,,
lpxD,lpxD,PA14_17180,"pae00540,pae01100","paev00540,paev01100","paei00540,paei01100","pau00540,pau01100","pap00540,pap01100","pag00540,pag01100","paf00540,paf01100","pnc00540,pnc01100","paeb00540,paeb01100","pdk00540,pdk01100","psg00540,psg01100",,,,,,,"paeu00540,paeu01100",,"paec00540,paec01100","paeo00540,paeo01100"
fabZ,fabZ,PA14_17190,"pae00061,pae00780,pae01100,pae01212,pae01240","paev00061,paev00780,paev01100,paev01212,paev01240","paei00061,paei00780,paei01100,paei01212,paei01240","pau00061,pau00780,pau01100,pau01212,pau01240","pap00061,pap00780,pap01100,pap01212,pap01240","pag00061,pag00780,pag01100,pag01212,pag01240","paf00061,paf00780,paf01100,paf01212,paf01240","pnc00061,pnc00780,pnc01100,pnc01212,pnc01240","paeb00061,paeb00780,paeb01100,paeb01212,paeb01240","pdk00061,pdk00780,pdk01100,pdk01212,pdk01240","psg00061,psg00780,psg01100,psg01212,psg01240",,,,,,,"paeu00061,paeu00780,paeu01100,paeu01212,paeu01240",,"paec00061,paec00780,paec01100,paec01212,paec01240","paeo00061,paeo00780,paeo01100,paeo01212,paeo01240"
lpxA,lpxA,PA14_17210,"pae00540,pae01100,pae01503","paev00540,paev01100,paev01503","paei00540,paei01100,paei01503","pau00540,pau01100,pau01503","pap00540,pap01100,pap01503","pag00540,pag01100,pag01503","paf00540,paf01100,paf01503","pnc00540,pnc01100,pnc01503","paeb00540,paeb01100,paeb01503",,,,,,,,,"paeu00540,paeu01100,paeu01503",,"paec00540,paec01100,paec01503","paeo00540,paeo01100,paeo01503"
lpxB,lpxB,PA14_17220,"pae00540,pae01100","paev00540,paev01100","paei00540,paei01100","pau00540,pau01100","pap00540,pap01100","pag00540,pag01100","paf00540,paf01100","pnc00540,pnc01100","paeb00540,paeb01100","pdk00540,pdk01100","psg00540,psg01100",,,,,,,"paeu00540,paeu01100",,"paec00540,paec01100","paeo00540,paeo01100"
rnhB,rnhB,PA14_17230,pae03030,paev03030,paei03030,pau03030,pap03030,pag03030,paf03030,pnc03030,paeb03030,pdk03030,psg03030,prp03030,paep03030,,paem03030,pael03030,,,paeg03030,paec03030,paeo03030
PA14_17250,PA14,PA14_17250,,,,,,,,,,,,,,,,,,,,,
PA14_01640,PA14,PA14_01640,,,,,,,,,,,,,,,,,,,,,
dnaE,dnaE,PA14_17260,"pae03030,pae03430,pae03440",,,"pau03030,pau03430,pau03440","pap03030,pap03430,pap03440","pag03030,pag03430,pag03440","paf03030,paf03430,paf03440",,,,,,,,,,,,,,
accA,accA,PA14_17270,,,,,,,,,"paeb00061,paeb00620,paeb00640,paeb01100,paeb01110,paeb01120,paeb01200,paeb01212",,,,,,,,,,,,
PA14_17280,PA14,PA14_17280,,,,,,,,,,,,,,,,,,,,,
pyrG,pyrG,PA14_17290,,,,,,,,,,,,,,,,,,,,,
kdsA,kdsA,PA14_17310,,,,"pau00540,pau01100","pap00540,pap01100","pag00540,pag01100","paf00540,paf01100","pnc00540,pnc01100","paeb00540,paeb01100",,,,,,,,,"paeu00540,paeu01100",,"paec00540,paec01100","paeo00540,paeo01100"
eno,eno,PA14_17320,"pae00010,pae00680,pae01100,pae01110,pae01120,pae01200,pae01230,pae03018","paev00010,paev00680,paev01100,paev01110,paev01120,paev01200,paev01230,paev03018","paei00010,paei00680,paei01100,paei01110,paei01120,paei01200,paei01230,paei03018","pau00010,pau00680,pau01100,pau01110,pau01120,pau01200,pau01230,pau03018","pap00010,pap00680,pap01100,pap01110,pap01120,pap01200,pap01230,pap03018","pag00010,pag00680,pag01100,pag01110,pag01120,pag01200,pag01230,pag03018","paf00010,paf00680,paf01100,paf01110,paf01120,paf01200,paf01230,paf03018","pnc00010,pnc00680,pnc01100,pnc01110,pnc01120,pnc01200,pnc01230,pnc03018","paeb00010,paeb00680,paeb01100,paeb01110,paeb01120,paeb01200,paeb01230,paeb03018","pdk00010,pdk00680,pdk01100,pdk01110,pdk01120,pdk01200,pdk01230,pdk03018","psg00010,psg00680,psg01100,psg01110,psg01120,psg01200,psg01230,psg03018","prp00010,prp00680,prp01100,prp01110,prp01120,prp01200,prp01230,prp03018","paep00010,paep00680,paep01100,paep01110,paep01120,paep01200,paep01230,paep03018",,"paem00010,paem00680,paem01100,paem01110,paem01120,paem01200,paem01230,paem03018","pael00010,pael00680,pael01100,pael01110,pael01120,pael01200,pael01230,pael03018",,"paeu00010,paeu00680,paeu01100,paeu01110,paeu01120,paeu01200,paeu01230,paeu03018","paeg00010,paeg00680,paeg01100,paeg01110,paeg01120,paeg01200,paeg01230,paeg03018","paec00010,paec00680,paec01100,paec01110,paec01120,paec01200,paec01230,paec03018","paeo00010,paeo00680,paeo01100,paeo01110,paeo01120,paeo01200,paeo01230,paeo03018"
PA14_17330,PA14,PA14_17330,,,,,,,,,,,,,,,,,,,,,
ispD,ispD,PA14_17340,,"paev00900,paev01100,paev01110","paei00900,paei01100,paei01110","pau00900,pau01100,pau01110","pap00900,pap01100,pap01110",,"paf00900,paf01100,paf01110","pnc00900,pnc01100,pnc01110","paeb00900,paeb01100,paeb01110","pdk00900,pdk01100,pdk01110","psg00900,psg01100,psg01110","prp00900,prp01100,prp01110","paep00900,paep01100,paep01110",,"paem00900,paem01100,paem01110","pael00900,pael01100,pael01110",,"paeu00900,paeu01100,paeu01110","paeg00900,paeg01100,paeg01110","paec00900,paec01100,paec01110","paeo00900,paeo01100,paeo01110"
PA14_17350,PA14,PA14_17350,,,,,,,,,,,,,,,,,,,,,
PA14_17370,PA14,PA14_17370,,,,,,,,,,,,,,,,,,,,,
PA14_01660,PA14,PA14_01660,,,,"pau00230,pau01100",,,,,,,,,,,,,,,,,
PA14_17380,PA14,PA14_17380,,,,,,,,,,,,,,,,,,,,,
adhC,adhC,PA14_17400,,,,,,,,,,,,,,,,,,,,,
PA14_17410,PA14,PA14_17410,,,,,,,,,,,,,,,,,,,,,
ispF,ispF,PA14_17420,,,,,,,,,,,,,,,,,,,,,
truD,truD,PA14_17440,,,,,,,,,,,,,,,,,,,,,
